Activity Sol,Location,Feature,Target Name,Target Type,Site,Drive,x,y,z,u,v,w,Image ID,i,j,Target Notes
3468,"Endeavour Crater, Cape Tribulation, Murray Ridge",Solander_Point,Baobab,Rock,181,20,-1.874,1.513,-0.308,0.16696,-0.019995,-0.985761,1F435971859FFLC920P1214L0M1,473,475,
3475,"Endeavour Crater, Cape Tribulation, Murray Ridge",Solander_Point,Yellow_Bellied_Glider,Soil,181,262,-43.516,-13.456,-8.786,0,0.069968,-0.997549,1F436506348FFLC9EIP1214L0M1,480,479,
3498,"Endeavour Crater, Cape Tribulation, Murray Ridge",Moreton_Island,Tangalooma,Rock,181,877,-134.099,-68.05,-22.766,0.545876,-0.273938,-0.791819,1F438546666FFLC9VLP1214L0M1,477,548,
3502,"Endeavour Crater, Cape Tribulation, Murray Ridge",Moreton_Island,Mount_Tempest,Rock,181,877,-133.995,-68.082,-22.702,0.599206,-0.312107,-0.737253,1F438546666FFLC9VLP1214L0M1,479,604,
3519,"Endeavour Crater, Cape Tribulation, Murray Ridge",Cook_Haven,Cape_Darby,Rock,182,233,-41.181,24.734,-5.683,0.22306,0.094025,-0.97026,1F440141643FFLCADPP1214L0M1,463,612,
3535,"Endeavour Crater, Cape Tribulation, Murray Ridge",Cook_Haven,Cape_Darby2,Rock,182,233,-41.197,24.735,-5.611,0.249097,0.014005,-0.968377,1F440141643FFLCADPP1214L0M1,467,633,
3541,"Endeavour Crater, Cape Tribulation, Murray Ridge",Cook_Haven,Cape_Elizabeth,Rock,182,268,-39.413,26.49,-5.03,0.154057,0.037014,-0.987368,1F442454318FFLCAEOP1214L0M1,457,505,
3541,"Endeavour Crater, Cape Tribulation, Murray Ridge",Cook_Haven,Pinnacle_Island,Rock,182,268,-39.501,26.42,-5.053,0.071008,0.121013,-0.990108,1F442454318FFLCAEOP1214L0M1,453,536,
3548,"Endeavour Crater, Cape Tribulation, Murray Ridge",Cook_Haven,Pinnacle_Island2,Rock,182,268,-39.512,26.415,-5.047,0.097967,0.129956,-0.986668,1F442454318FFLCAEOP1214L0M1,454,541,
3551,"Endeavour Crater, Cape Tribulation, Murray Ridge",Cook_Haven,Pinnacle_Island3,Rock,182,268,-39.505,26.406,-5.053,0.056996,0.200987,-0.977934,1F442454318FFLCAEOP1214L0M1,449,540,
3560,"Endeavour Crater, Cape Tribulation, Murray Ridge",Cook_Haven,Pinnacle_Island4,Rock,182,277,-39.486,26.402,-5.056,0.293099,0.143048,-0.94532,1F443961152FFLCAEXP1214L0M1,458,534,
3562,"Endeavour Crater, Cape Tribulation, Murray Ridge",Cook_Haven,Pinnacle_Island5,Rock,182,277,-39.502,26.401,-5.058,0.292151,0.086045,-0.952494,1F443961152FFLCAEXP1214L0M1,461,539,
3569,"Endeavour Crater, Cape Tribulation, Murray Ridge",Cook_Haven,Green_Island,Rock,182,323,-38.762,28.846,-4.842,0.171923,0.032985,-0.984558,1F444851411FFLCAG7P1214L0M1,457,499,
3573,"Endeavour Crater, Cape Tribulation, Murray Ridge",Cook_Haven,Stuart_Island1,Rock,182,350,-39.715,25.61,-5.222,0.244998,0.07,-0.966993,1F445206668FFLCAGYP1214L0M1,455,524,
3574,"Endeavour Crater, Cape Tribulation, Murray Ridge",Cook_Haven,Stuart_Island2,Rock,182,350,-39.719,25.553,-5.231,0.245015,0.069004,-0.96706,1F445206668FFLCAGYP1214L0M1,455,508,
3575,"Endeavour Crater, Cape Tribulation, Murray Ridge",Cook_Haven,Stuart_Island3,Rock,182,350,-39.703,25.572,-5.215,0.123027,0.09102,-0.98822,1F445206668FFLCAGYP1214L0M1,462,516,
3576,"Endeavour Crater, Cape Tribulation, Murray Ridge",Cook_Haven,Stuart_Island4,Rock,182,350,-39.696,25.625,-5.216,0.128063,0.092045,-0.987485,1F445206668FFLCAGYP1214L0M1,463,529,
3581,"Endeavour Crater, Cape Tribulation, Murray Ridge",Cook_Haven,Anchor_Point,Scuff,183,0,-0.299,-1.208,0.092,0.134043,-0.036012,-0.990321,1F445827676FFLCB00P1214L0M1,457,485,
3582,"Endeavour Crater, Cape Tribulation, Murray Ridge",Cook_Haven,Anchor_Point2,Scuff,183,0,-0.276,-1.115,0.103,0.181966,0.316941,-0.930826,1F445827676FFLCB00P1214L0M1,460,507,
3587,"Endeavour Crater, Cape Tribulation, Murray Ridge",Cook_Haven,Sledge_Island1,Rock,183,20,0.368,-0.841,0.287,0.236083,0.198069,-0.951333,1F446448985FFLCB20P1214L0M1,450,497,
3587,"Endeavour Crater, Cape Tribulation, Murray Ridge",Cook_Haven,Sledge_Island2,Rock,183,20,0.418,-0.712,0.298,-0.149001,-0.116001,-0.982009,1F446448985FFLCB20P1214L0M1,485,520,
3598,"Endeavour Crater, Cape Tribulation, Murray Ridge",Cook_Haven,Turn_Again_Arm,Rock,183,91,-6.245,0.509,-0.865,0.29888,0.160935,-0.940622,1F447425619FFLCB91P1214L0M1,461,549,
3603,"Endeavour Crater, Cape Tribulation, Murray Ridge",Cook_Haven,Augustine,Rock,183,199,-25.538,6.684,-2.947,0.703034,-0.19801,-0.683033,1F447958540FFLCBCRP1214L0M1,455,475,
3616,"Endeavour Crater, Cape Tribulation, Murray Ridge",Cook_Haven,Point_Bede,Rock,183,419,-38.434,-17.025,-6.835,0.123956,0.548806,-0.826708,1F449110969FFLCBIVP1214L0M1,453,514,
3652,"Endeavour Crater, Cape Tribulation, Murray Ridge",Cape_Tribulation,Mulgrave_Hills,Scuff,184,1834,-390.128,-44.671,-0.522,0.040016,-0.299118,-0.953377,1F452219928FFLCC__P1214L0M1,463,570,
3657,"Endeavour Crater, Cape Tribulation, Murray Ridge",Murray_Ridge,Ash_Meadows,Rock,185,0,0.32,-1.008,0.39,0.094985,-0.459928,-0.882861,1F452668398SFLCD00P1165L0M1,507,581,
3664,"Endeavour Crater, Cape Tribulation",Pillinger_Point,Bristol_Well,Rock,185,117,-7.696,27.116,-3.827,0.078966,-0.142939,-0.986576,1F453282955FFLCDAHP1214L0M1,459,530,
3666,"Endeavour Crater, Cape Tribulation",Pillinger_Point,Bristol_Well2,Rock,185,117,-7.705,27.115,-3.811,0.131979,-0.149976,-0.979841,1F453282955FFLCDAHP1214L0M1,463,535,
3667,"Endeavour Crater, Cape Tribulation",Pillinger_Point,Bristol_Well3,Rock,185,117,-7.686,27.094,-3.806,-0.008003,-0.158063,-0.987397,1F453282955FFLCDAHP1214L0M1,456,542,
3671,"Endeavour Crater, Cape Tribulation",Pillinger_Point,Sarcobatus_Flat,Rock,185,146,-4.771,27.665,-3.823,0.146941,-0.209916,-0.966614,1F453905870FFLCDBAP1214L0M1,462,513,
3674,"Endeavour Crater, Cape Tribulation",Pillinger_Point,Sarcobatus_Clast,Rock,185,146,-4.616,27.787,-3.824,0.176983,-0.193982,-0.964908,1F453905870FFLCDBAP1214L0M1,458,469,
3676,"Endeavour Crater, Cape Tribulation",Pillinger_Point,Sarcobatus_Clast2,Rock,185,146,-4.62,27.77,-3.82,,,,1F453905870FFLCDBAP1214L0M1,455,472,
3679,"Endeavour Crater, Cape Tribulation",Pillinger_Point,Landshut,Rock,185,318,-26.142,17.867,-3.659,0.039004,-0.142014,-0.989096,1F454705355SFLCDG2P1224L0M1,463,228,
3700,"Endeavour Crater, Cape Tribulation",Pillinger_Point,Mayfield,Rock,185,849,-137.68,9.533,-8.401,0.068986,-0.233951,-0.969798,1F456480270SFLCDUTP1224L0M1,459,105,
3707,"Endeavour Crater, Cape Tribulation",Carapace,Sodaville,Rock,186,19,-1.001,-1.968,0.488,0.298073,-0.050012,-0.953232,1F457102183FFLCE19P1214L0M1,445,591,
3708,"Endeavour Crater, Cape Tribulation",Carapace,Tuscaloosa,Rock,186,19,-1.041,-2.143,0.507,-0.100052,-0.380198,-0.919478,1F457102183FFLCE19P1214L0M1,458,519,
3709,"Endeavour Crater, Cape Tribulation",Carapace,Sodaville2,Rock,186,19,-0.996,-1.959,0.488,0.290123,-0.055023,-0.955406,1F457102183FFLCE19P1214L0M1,446,596,
3720,"Endeavour Crater, Cape Tribulation",Cape_Tribulation,Trebia,Soil,186,696,-115.436,15.052,6.898,-0.034997,0.030997,-0.998907,1F458344824SFLCEQKP1224L0M1,461,185,
3727,"Endeavour Crater, Cape Tribulation",Cape_Tribulation,Barstow,Soil,187,0,0.502,-0.721,0.305,-0.113946,-0.249883,-0.961548,1F458880382FFLCF00P1214L0M1,465,587,
3734,"Endeavour Crater, Cape Tribulation",Cape_Tribulation,Rosebud_Canyon,Rock,187,1337,-243.662,62.875,11.461,0.117008,-0.14101,-0.983069,1F459503536SFLCF__P1224L0M1,450,74,
3741,"Endeavour Crater, Cape Tribulation",Cape_Tribulation,Cape_Fairweather1,Rock,188,252,35.562,1.409,1.132,-0.242964,-0.265961,-0.932863,1F460128256SFLCGE8P1224L0M1,455,82,
3742,"Endeavour Crater, Cape Tribulation",Cape_Tribulation,Cape_Fairweather2,Rock,188,252,35.768,1.463,1.116,-0.160993,-0.359985,-0.918962,1F460128256SFLCGE8P1224L0M1,459,169,
3748,"Endeavour Crater, Cape Tribulation",Endeavour_Crater,Icy_Strait,Scuff,188,980,-115.718,39.908,-10.016,0.009,-0.147992,-0.988948,1F460750931SFLCGYGP1224L0M1,463,190,
3753,"Endeavour Crater, Cape Tribulation",Wdowiak_Ridge,Mount_Edgecumbe,Rock,189,164,-32.123,-5.125,-3.326,-0.053994,0.33996,-0.938889,1F461274303FFLCHBSP1214L0M1,458,517,
3795,"Endeavour Crater, Cape Tribulation",Ulysses_Crater,Hoover,Rock,189,880,-109.154,-87.262,-12.784,0.508887,-0.041991,-0.859809,1F464918683FFLCHVOP1214L0M1,443,463,
3800,"Endeavour Crater, Cape Tribulation",Ulysses_Crater,Victory,Rock,189,915,-106.596,-85.1,-12.294,0.034009,-0.711185,-0.702182,1F465356430FFLCHWNP1214L0M1,452,473,
3802,"Endeavour Crater, Cape Tribulation",Ulysses_Crater,Victory2,Rock,189,915,-106.6,-85.11,-12.29,,,,1F465356430FFLCHWNP1214L0M1,454,477,
3809,"Endeavour Crater, Cape Tribulation",Ulysses_Crater,Margaret,Rock,189,988,-106.758,-85.021,-12.292,-0.16302,0.725089,-0.669082,1F466154928FFLCHYOP1214L0M1,473,545,
3819,"Endeavour Crater, Cape Tribulation",Birmingham,Crimson_Tide,Rock,189,1056,-113.839,-83.018,-12.883,0.674646,-0.219885,-0.70463,1F467040737FFLCH0UP1214L0M1,454,478,
3836,"Endeavour Crater, Cape Tribulation",Endeavour_Crater,Rock_Creek,Soil,190,684,-79.459,-31.09,-13.944,0.156053,-0.082028,-0.984337,1F468552976FFLCIQ8P1214L0M1,457,517,
3848,"Endeavour Crater, Cape Tribulation",Cottondale,Cottondale,Rock,191,497,-73.474,21.982,-4.183,0.04601,-0.139031,-0.989219,1F469621295FFLCJL1P1214L0M1,458,527,
3849,"Endeavour Crater, Cape Tribulation",Cottondale,Cottondale2,Rock,191,497,-73.46,21.975,-4.185,0.038016,-0.140058,-0.989413,1F469621295FFLCJL1P1214L0M1,457,522,
3850,"Endeavour Crater, Cape Tribulation",Cape_Tribulation,Calera,Rock,191,497,-73.292,21.915,-4.17,0.038011,-0.141039,-0.989274,1F469621295FFLCJL1P1214L0M1,455,481,
3853,"Endeavour Crater, Cape Tribulation",Cape_Tribulation,Calera2,Rock,191,497,-73.296,21.925,-4.174,-0.007002,-0.187062,-0.982323,1F469621295FFLCJL1P1214L0M1,458,482,
3854,"Endeavour Crater, Cape Tribulation",Cape_Tribulation,Locust_Fork,Rock,191,497,-73.433,21.972,-4.179,0.061006,-0.199019,-0.978095,1F469621295FFLCJL1P1214L0M1,459,516,
3925,"Endeavour Crater, Cape Tribulation",Station4,Liver_Eating_Johnson,Soil,193,714,-132.948,47.15,7.349,-0.053986,-0.08697,-0.994746,1F476455578SFLCLR2P1224L0M1,457,88,
3935,"Endeavour Crater, Cape Tribulation",East_Ridge,Jean_Baptiste_Charbonneau,Rock,193,955,-166.654,65.017,8.55,-0.032002,-0.540026,-0.84104,1F477253126FFLCLXRP1214L0M1,447,486,
3950,"Endeavour Crater, Cape Tribulation",East_Ridge,Sergeant_Charles_Floyd,Rock,194,29,-1.239,4.633,-0.232,0.181095,-0.517273,-0.836441,1F478672604FFLCM29P1214L0M1,448,458,
3952,"Endeavour Crater, Cape Tribulation",East_Ridge,Sergeant_Charles_Floyd2,Rock,194,29,-1.24,4.63,-0.23,,,,1F478672604FFLCM29P1214L0M1,449,459,
3953,"Endeavour Crater, Cape Tribulation",East_Ridge,Sergeant_Charles_Floyd3,Rock,194,29,-1.24,4.64,-0.24,,,,1F478672604FFLCM29P1214L0M1,447,454,
3959,"Endeavour Crater, Cape Tribulation",East_Ridge,Sergeant_Nathaniel_Pryor,Rock,194,61,-1.516,4.391,-0.193,0.383163,-0.7063,-0.595253,1F479469838SFLCM61P1228L0M1,454,147,
3960,"Endeavour Crater, Cape Tribulation",East_Ridge,Sergeant_Nathaniel_Pryor2,Rock,194,61,-1.522,4.404,-0.205,0.38586,-0.707744,-0.591786,1F479469838SFLCM61P1228L0M1,454,136,
3970,"Endeavour Crater, Cape Tribulation",Spirit_of_St._Louis,Athens,Rock,194,679,-93.537,-37.16,4.181,0.028988,0.062974,-0.997594,1F480541348FFLCMQ3P1214L0M1,460,470,
3975,"Endeavour Crater, Cape Tribulation",Spirit_of_St._Louis,Thessaloniki,Rock,194,689,-93.166,-37.398,4.238,0.178072,-0.348141,-0.920374,1F480801703FFLCMQDP1214L0M1,448,473,
3977,"Endeavour Crater, Cape Tribulation",Spirit_of_St._Louis,Thessaloniki2,Rock,194,689,-93.156,-37.413,4.249,0.083025,-0.330101,-0.940287,1F480801703FFLCMQDP1214L0M1,453,472,
3978,"Endeavour Crater, Cape Tribulation",Spirit_of_St._Louis,Thessaloniki3,Rock,194,689,-93.17,-37.41,4.24,,,,1F480801703FFLCMQDP1214L0M1,448,471,
3984,"Endeavour Crater, Cape Tribulation",Spirit_of_St._Louis,Thermopylae1,Rock,194,732,-89.887,-36.544,4.395,0.096033,-0.141048,-0.985334,1F481428875FFLCMRKP1214L0M1,454,490,
3986,"Endeavour Crater, Cape Tribulation",Spirit_of_St._Louis,Thermopylae2,Rock,194,732,-89.913,-36.394,4.4,0.040993,0.092983,-0.994823,1F481428875FFLCMRKP1214L0M1,458,544,
3991,"Endeavour Crater, Cape Tribulation",Spirit_of_St._Louis,Thermopylae3,Rock,194,741,-89.919,-37.214,4.453,0.017008,0.028013,-0.999463,1F482309730FFLCMRTP1214L0M1,455,490,
3993,"Endeavour Crater, Cape Tribulation",Spirit_of_St._Louis,Thermopylae4,Rock,194,741,-89.92,-37.012,4.445,0.087013,0.046007,-0.995144,1F482309730FFLCMRTP1214L0M1,459,549,
4003,"Endeavour Crater, Cape Tribulation",Spirit_of_St._Louis,Lambert_Field,Rock,194,835,-83.195,-25.667,3.837,-0.143013,-0.600055,-0.787072,1F483288473FFLCMUFP1214L0M1,476,494,
4009,"Endeavour Crater, Cape Tribulation",Spirit_of_St._Louis,Roosevelt_Field,Rock,195,55,1.777,0.429,0.012,-0.361979,-0.883949,-0.295983,1F483821557FFLCN55P1214L0M1,454,472,
4013,"Endeavour Crater, Cape Tribulation",Spirit_of_St._Louis,Harold_M_Bixby,Rock,195,108,-4.963,0.108,0.302,-0.022011,-0.205103,-0.978493,1F484269443FFLCNA8P1214L0M1,454,505,
4023,"Endeavour Crater, Cape Tribulation",Spirit_of_St._Louis,Donald_A_Hall,Rock,195,155,-6.655,-8.878,1.015,-0.062986,-0.127971,-0.989776,1F485064976FFLCNBJP1214L0M1,461,533,
4035,"Endeavour Crater, Cape Tribulation",Spirit_of_St._Louis,Private_William_Bratton,Rock,195,437,19.324,-4.388,0.864,0.069015,0.028006,-0.997222,1F486044196FFLCNJDP1214L0M1,456,493,
4047,"Endeavour Crater, Cape Tribulation",Spirit_of_St._Louis,Private_William_Bratton2,Rock,195,437,19.314,-4.376,0.867,0.090958,0.024988,-0.995541,1F486044196FFLCNJDP1214L0M1,458,490,
4064,"Endeavour Crater, Cape Tribulation",Spirit_of_St._Louis,Ryan_NYP,Rock,195,452,19.069,-3.401,0.766,0.020991,-0.189918,-0.981576,1F488701346FFLCNJSP1214L0M1,450,527,
4066,"Endeavour Crater, Cape Tribulation",Spirit_of_St._Louis,Ryan_NYP2,Rock,195,452,19.055,-3.4,0.762,0.09099,-0.171981,-0.980889,1F488701346FFLCNJSP1214L0M1,455,524,
4071,"Endeavour Crater, Cape Tribulation",Spirit_of_St._Louis,Private_John_Dame,Rock,195,459,19.649,-3.674,0.875,0.179573,-0.099763,-0.978673,1F489327859FFLCNJZP1214L0M1,460,546,
4075,"Endeavour Crater, Cape Tribulation",Spirit_of_St._Louis,Private_Pierre_Cruzatte,Rock,195,466,19.386,-3.445,0.796,0.339111,-0.21307,-0.9163,1F489772056FFLCNK6P1214L0M1,469,528,
4088,"Endeavour Crater, Cape Tribulation",Marathon_Valley_Entrance,Private_Reuben_Field,Rock,195,973,73.665,66.965,7.055,-0.008,0.321014,-0.947041,1F490747543FFLCNY9P1214L0M1,452,502,
4091,"Endeavour Crater, Cape Tribulation",Marathon_Valley_Entrance,Private_Reuben_Field2,Rock,195,973,73.666,66.955,7.061,-0.003999,0.321918,-0.946759,1F490747543FFLCNY9P1214L0M1,452,507,
4093,"Endeavour Crater, Cape Tribulation",Marathon_Valley_Entrance,Private_Reuben_Field3,Rock,195,973,73.67,66.94,7.04,,,,1F490747375SFLCNY9P1165L0M1,499,580,
4100,"Endeavour Crater, Cape Tribulation",Marathon_Valley_Entrance,Private_Robert_Frazer,Rock,196,0,-0.573,-0.682,0.066,0.239094,0.162064,-0.957376,1F491995663FFLCO00P1214L0M1,460,607,
4103,"Endeavour Crater, Cape Tribulation",Marathon_Valley_Entrance,Private_Robert_Frazer2,Rock,196,0,-0.561,-0.666,0.076,0.233882,0.162918,-0.958518,1F491995663FFLCO00P1214L0M1,460,619,
4107,"Endeavour Crater, Cape Tribulation",Marathon_Valley_Entrance,Private_Robert_Frazer3,Rock,196,3,-0.61,-0.789,0.039,0.202075,0.211078,-0.956353,1F492610367SFLCO03P1224L0M1,460,162,
4110,"Endeavour Crater, Cape Tribulation",Marathon_Valley_Entrance,Private_Robert_Frazer4,Rock,196,3,-0.61,-0.78,-0.04,,,,1F492610367SFLCO03P1224L0M1,453,127,
4112,"Endeavour Crater, Cape Tribulation",Marathon_Valley_Entrance,Private_Robert_Frazer5,Rock,196,3,-0.601,-0.797,0.041,0.136008,0.274017,-0.952059,1F492610367SFLCO03P1224L0M1,465,161,
4120,"Endeavour Crater, Cape Tribulation",Marathon_Valley_Entrance,Private_Robert_Frazer6,Rock,196,3,-0.608,-0.786,0.045,0.216011,0.221011,-0.951049,1F492610367SFLCO03P1224L0M1,460,166,
4130,"Endeavour Crater, Cape Tribulation",Marathon_Valley_Entrance,Private_Silas_Goodrich,Rock,196,97,-5.582,-12.088,-3.077,0.030991,0.229932,-0.972713,1F494566928FFLCO97P1214L0M1,461,529,
4133,"Endeavour Crater, Cape Tribulation",Marathon_Valley_Entrance,Private_Silas_Goodrich2,Rock,196,97,-5.57,-12.095,-3.069,0.011998,0.296944,-0.95482,1F494566928FFLCO97P1214L0M1,465,534,
4136,"Endeavour Crater, Cape Tribulation",Marathon_Valley_Entrance,Private_Silas_Goodrich3,Rock,196,97,-5.754,-12.139,-3.088,0.076029,0.207078,-0.975366,1F494566928FFLCO97P1214L0M1,459,488,
4141,"Endeavour Crater, Cape Tribulation",Marathon_Valley_Entrance,Private_George_Gibson,Rock,196,146,-0.286,-12.573,-2.735,0.102048,0.156073,-0.98246,1F495628690FFLCOBAP1214L0M1,452,520,
4175,"Endeavour Crater, Cape Tribulation",Marathon_Valley,Private_John_Shields,Rock,196,584,3.953,55.323,14.239,0.152043,0.242069,-0.958272,1F498644828FFLCONGP1214L0M1,464,634,
4177,"Endeavour Crater, Cape Tribulation",Marathon_Valley,Private_John_Thompson,Rock,196,584,3.68,55.526,14.235,0.242973,0.235973,-0.940894,1F498644828FFLCONGP1214L0M1,460,509,
4180,"Endeavour Crater, Cape Tribulation",Marathon_Valley,Private_Peter_Weiser,Rock,196,584,3.622,55.566,14.214,0.295872,0.268884,-0.916603,1F498644828FFLCONGP1214L0M1,461,488,
4194,"Endeavour Crater, Cape Tribulation",Marathon_Valley,Private_Ebenezer_Tuttle,Rock,196,586,3.643,55.495,14.216,0.21196,0.309942,-0.926827,1F499453571FFLCONIP1214L0M1,459,504,
4211,"Endeavour Crater, Cape Tribulation",Marathon_Valley,Private_Hugh_McNeal,Rock,196,667,-6.345,59.761,13.168,0.236089,0.193073,-0.952358,1F501580535FFLCOPRP1214L0M1,457,522,
4230,"Endeavour Crater, Cape Tribulation",Knudsen_Ridge,Joseph_Collin,Soil,196,819,-6.05,58.832,12.995,0.329846,0.152929,-0.931566,1F503628428FFLCOTZP1214L0M1,482,531,
4230,"Endeavour Crater, Cape Tribulation",Marathon_Valley,Private_John_Potts,Rock,196,819,-6.183,58.867,12.954,0.261886,0.16093,-0.951587,1F503628428FFLCOTZP1214L0M1,450,504,
4234,"Endeavour Crater, Cape Tribulation",Marathon_Valley,Private_John_Potts2,Rock,196,819,-6.19,58.86,12.95,,,,1F503628428FFLCOTZP1214L0M1,451,502,
4244,"Endeavour Crater, Cape Tribulation",Marathon_Valley,Private_John_Potts3,Rock,196,819,-6.19,58.86,12.95,,,,1F503628428FFLCOTZP1214L0M1,451,502,
4295,"Endeavour Crater, Cape Tribulation",Knudsen_Ridge,Charles_Caugee,Rock,197,97,-4.638,-7.828,-3.489,0.388979,0.744959,-0.54197,1F509130685FFLCP97P1212L0M1,465,539,
4347,"Endeavour Crater, Cape Tribulation",Knudsen_Ridge,Pierre_Pinaut1,Rock,198,245,-17.196,-31.784,-5.147,0.12297,0.157961,-0.979759,1F513919509FFLCQE1P1214L0M1,459,516,
4354,"Endeavour Crater, Cape Tribulation",Knudsen_Ridge,Pierre_Pinaut3,Rock,198,245,-17.172,-31.824,-5.134,0.129017,0.157021,-0.979132,1F513919509FFLCQE1P1214L0M1,460,534,
4381,"Endeavour Crater, Cape Tribulation",Knudsen_Ridge,E_Cann1,Scuff,198,315,-16.358,-31.929,-5.036,-0.104955,0.11695,-0.987576,1F516935207FFLCQFZP1214L0M1,446,535,
4382,"Endeavour Crater, Cape Tribulation",Knudsen_Ridge,E_Cann2,Scuff,198,315,-16.398,-31.961,-5.04,0.111972,0.339915,-0.933767,1F516935207FFLCQFZP1214L0M1,466,538,
4384,"Endeavour Crater, Cape Tribulation",Knudsen_Ridge,E_Cann3,Scuff,198,315,-16.39,-31.98,-5.041,0.111972,0.339915,-0.933767,1F516935207FFLCQFZP1214L0M1,466,544,
4389,"Endeavour Crater, Cape Tribulation",Knudsen_Ridge,Private_Joseph_Field,Soil,198,323,-16.235,-32.026,-5.083,0.050984,0.198936,-0.978685,1F517554350FFLCQG7P1214L0M1,460,569,
4392,"Endeavour Crater, Cape Tribulation",Knudsen_Ridge,Private_Joseph_Field2,Soil,198,323,-16.231,-32.034,-5.086,0.050984,0.198936,-0.978685,1F517554350FFLCQG7P1214L0M1,460,573,
4395,"Endeavour Crater, Cape Tribulation",Knudsen_Ridge,Private_Joseph_Field4,Soil,198,323,-16.23,-32.06,-5.08,,,,1F517554350FFLCQG7P1214L0M1,463,585,
4396,"Endeavour Crater, Cape Tribulation",Knudsen_Ridge,Private_Joseph_Field3,Soil,198,323,-16.24,-32.05,-5.07,,,,1F517554350FFLCQG7P1214L0M1,466,581,
4400,"Endeavour Crater, Cape Tribulation",Marathon_Valley,George_Drouillard,Rock,198,335,-16.592,-31.973,-5.099,0.014998,-0.004999,-0.999875,1F518620268FFLCQGJP1214L0M1,450,489,
4402,"Endeavour Crater, Cape Tribulation",Marathon_Valley,George_Drouillard2,Rock,198,335,-16.596,-31.977,-5.093,0.047991,0.007999,-0.998816,1F518620268FFLCQGJP1214L0M1,452,491,
4403,"Endeavour Crater, Cape Tribulation",Marathon_Valley,George_Drouillard3,Rock,198,335,-16.588,-31.99,-5.092,0.047991,0.007999,-0.998816,1F518620268FFLCQGJP1214L0M1,452,495,
4407,"Endeavour Crater, Cape Tribulation",Marathon_Valley,Jean_Baptiste_Deschamps,Rock,198,460,-8.926,-15.153,-2.94,0.079978,-0.011997,-0.996724,1F519327916FFLCQK0P1214L0M1,463,522,
4411,"Endeavour Crater, Cape Tribulation",Marathon_Valley,York,Rock,198,465,-8.814,-14.795,-2.896,0.160938,0.02599,-0.986622,1F519513402FFLCQK5P1214L0M1,467,547,
4413,"Endeavour Crater, Cape Tribulation",Marathon_Valley,York2,Rock,198,465,-8.81,-14.8,-2.91,,,,1F519513402FFLCQK5P1214L0M1,464,545,
4434,"Endeavour Crater, Cape Tribulation",Marathon_Valley,Bashful_II,Rock,199,3,1.104,-0.422,0.101,-0.421014,0.416014,-0.806027,1F521638128FFLCR03P1214L0M1,454,484,
4470,"Endeavour Crater, Cape Tribulation",Marathon_Valley,Muffler_II,Rock,200,9,2.768,0.12,0.377,0.047977,0.280867,-0.958547,1F524829516SFLCS09P1224L0M1,465,238,
4473,"Endeavour Crater, Cape Tribulation",Marathon_Valley,Muffler_II2,Rock,200,9,2.76,0.12,0.38,,,,1F524829516SFLCS09P1224L0M1,466,244,
4509,"Endeavour Crater, Cape Tribulation",Spirit_Mound,Gasconade,Rock,201,62,0.349,10.961,2.91,0.363125,0.02801,-0.931319,1F528309043FFLCT62P1214L0M1,461,515,
4512,"Endeavour Crater, Cape Tribulation",Spirit_Mound,Gasconade2,Rock,201,62,0.359,10.953,2.902,0.363114,0.029009,-0.931293,1F528309043FFLCT62P1214L0M1,461,516,
4514,"Endeavour Crater, Cape Tribulation",Spirit_Mound,Gasconade3,Rock,201,62,0.314,11.071,2.865,0.022002,-0.058004,-0.998074,1F528309043FFLCT62P1214L0M1,443,474,
4515,"Endeavour Crater, Cape Tribulation",Spirit_Mound,Gasconade4,Rock,201,62,0.3,11.072,2.869,0.030986,-0.062971,-0.997534,1F528309043FFLCT62P1214L0M1,446,474,
4517,"Endeavour Crater, Cape Tribulation",Spirit_Mound,Marion1,Rock,201,71,0.103,10.985,2.848,0.283032,-0.001,-0.95911,1F529105092FFLCT71P1214L0M1,454,456,
4522,"Endeavour Crater, Cape Tribulation",Spirit_Mound,Jefferson_City,Rock,201,104,-0.617,9.324,2.54,0.449013,0.079002,-0.890026,1F529803332SFLCTA4P1228L0M1,457,95,
4524,"Endeavour Crater, Cape Tribulation",Spirit_Mound,Jefferson_City2,Rock,201,104,-0.648,9.326,2.526,0.386873,0.234923,-0.891707,1F529803332SFLCTA4P1228L0M1,452,82,
4534,"Endeavour Crater, Cape Tribulation",Spirit_Mound,Lupus,Rock,201,127,1.454,9.273,2.91,0.092,0.146,-0.984998,1F530070310SFLCTARP1224L0M1,460,87,
4536,"Endeavour Crater, Cape Tribulation",Spirit_Mound,Lupus2,Rock,201,127,1.46,9.27,2.91,,,,1F530070310SFLCTARP1224L0M1,461,84,"Data transmit issue, only received partial. No APXS EDR or XRC in archive."
4603,"Endeavour Crater, Cape Tribulation",Willamette_Valley,Sibley,Scuff,202,167,-11.143,-20.654,-6.897,0.016009,0.310177,-0.950544,1F536645597FFLCUBVP1214L0M1,452,494,
4605,"Endeavour Crater, Cape Tribulation",Willamette_Valley,Missouri_City,Scuff,202,167,-11.137,-20.754,-6.943,-0.108959,0.247907,-0.962637,1F536645597FFLCUBVP1214L0M1,455,467,
4629,"Endeavour Crater, Cape Tribulation",Cape_Tribulation,Fort_Thomson,Soil,203,351,-47.974,-53.286,-17.318,-0.016002,0.299034,-0.954108,1F538951418FFLCVGZP1214L0M1,463,618,
